book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_19,45,ROI_684.png,326480,530,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,45,ROI_685.png,278967,933,299,0.0,[],['NONE'],[],0,[],{},[]
T_19,45,ROI_686.png,342372,554,618,0.0,['haddock'],[0.813],[],0,[],{},[]
T_19,45,ROI_687.png,229458,687,334,0.385,[],['NONE'],[0.615],1,[],{0: 'NaN'},['What about the explosion? Is it due for koday. or. but. any more smoke or flames! ']
T_19,45,ROI_688.png,364030,590,617,0.199,[],['NONE'],[0.867],1,[],{0: 'NaN'},"[""It... it's out a huge wave il was very nearly washed overboard ""]"
T_19,45,ROI_689.png,183429,687,267,0.325,[],['NONE'],[0.886],1,[],{0: 'NaN'},"[""By thunder! The fire's gone out! Put her about boys. We're going back. ""]"
T_19,45,ROI_690.png,277076,452,613,0.314,"['haddock', 'tintin']","[0.953, 0.937]","[0.927, 0.906]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""You're right, but first of all "", 'What luck now for those poor fellows. below, Captain. ']"
T_19,45,ROI_691.png,386820,630,614,0.203,"['haddock', 'tintin']","[0.945, 0.932]",[0.714],1,['1'],{0: 'haddock'},"[""I'm going to try to restart the engines. You go up on the bridge and take the wheel. ""]"
T_19,45,ROI_692.png,460635,749,615,0.153,[],['NONE'],[0.898],1,[],{0: 'NaN'},['By thunder. is drawing away! someone. has got herengines going! ']
T_19,45,ROI_693.png,344903,559,617,0.27,"['tintin', 'haddock']","[0.945, 0.938]","[0.939, 0.767]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Magnificent, Captain. and now for the negroes. ', 'phew! that was no joke, alone ; ']"
T_19,45,ROI_694.png,387486,627,618,0.138,"['haddock', 'snowy', 'tintin']","[0.969, 0.916, 0.888]",[0.709],1,['1'],{0: 'haddock'},"[""There's something more urgent : to send out a distress call by radio. ""]"
T_19,45,ROI_695.png,401112,648,619,0.05,['tintin'],[0.931],[0.67],1,['1'],{0: 'tintin'},['!']
T_19,46,ROI_697.png,446708,724,617,0.062,"['haddock', 'tintin']","[0.902, 0.886]","[0.859, 0.807]",2,[],"{0: 'NaN', 1: 'NaN'}","['skut!. dead? ', 'look ill ']"
T_19,46,ROI_698.png,296640,480,618,0.32,['haddock'],[0.905],"[0.932, 0.868]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['skut. skut, old man. say something. What happened? ', ""no, he's alive. see, he's coming round. ""]"
T_19,46,ROI_699.png,389980,629,620,0.363,['haddock'],[0.842],"[0.926, 0.728]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""Ammunition! That's why they. deserker "", 'you escape! Hurry hurry!. The Fire!. Murry before explosion. ']"
T_19,46,ROI_700.png,387486,627,618,0.223,['tintin'],[0.892],[0.958],1,[],{0: 'NaN'},"[""they wake me, to go with them. Without you. want to. err. wake you and send radio signal. ' ""]"
T_19,46,ROI_701.png,184926,629,294,0.397,[],['NONE'],[0.871],1,[],{0: 'NaN'},"['then they. are angry. Break radio, and fight with me then I knocked-out. they go? ']"
T_19,46,ROI_702.png,354020,571,620,0.355,"['tintin', 'haddock']","[0.81, 0.801]","[0.957, 0.929]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['you like il can help you. repair send s.000s. ', ""Good idea. do that. I'm going there's no further danger. ""]"
T_19,46,ROI_703.png,193424,628,308,0.465,['haddock'],[0.968],[0.928],1,[],{0: 'NaN'},"['yes, they abandoned us, the iconoclasts. we are alone on board, with a crowd of Negroes. in the hold. ']"
T_19,46,ROI_704.png,231714,378,613,0.249,"['haddock', 'tintin']","[0.95, 0.905]",[0.936],1,['1'],{0: 'haddock'},"['No more need to worry, youngster : the fire is right out. ']"
T_19,46,ROI_705.png,264020,430,614,0.196,['haddock'],[0.931],[0.933],1,['1'],{0: 'haddock'},"[""Now I'll take care of to let them out ""]"
T_19,46,ROI_706.png,302088,492,614,0.065,['haddock'],[0.721],[0.866],1,['1'],{0: 'haddock'},"[""All right. I'm com ing now! ""]"
T_19,46,ROI_707.png,314880,512,615,0.247,['tintin'],[0.896],"[0.836, 0.81]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['let go hey there! help. of imell help : tintin.. ', 'UNKNOWN']"
T_19,46,ROI_708.png,272272,442,616,0.196,['snowy'],[0.836],[0.878],1,[],{0: 'NaN'},['Troglodytes sea-agher. kins. Pickled herrings! leave. me alone. ']
T_19,46,ROI_709.png,642492,972,661,0.058,['haddock'],[0.914],[0.941],1,['1'],{0: 'haddock'},"['Back, visigoths! Back, anacolutions ']"
T_19,46,ROI_710.png,256055,415,617,0.138,['tintin'],[0.915],[0.886],1,['1'],{0: 'tintin'},"[""hang on, captain!. I'm coming! ""]"
T_19,47,ROI_712.png,279048,453,616,0.09,['tintin'],[0.768],[0.794],1,['1'],{0: 'tintin'},['All right limhere! ']
T_19,47,ROI_713.png,493416,801,616,0.0,['tintin'],[0.869],[],0,[],{},[]
T_19,47,ROI_714.png,348797,569,613,0.277,"['snowy', 'tintin']","[0.865, 0.835]","[0.889, 0.851]",2,"['1', '2']","{0: 'snowy', 1: 'tintin'}","[""Please don't worry I'm getting used to it "", 'So sorry. Captain, but l had no choice. ']"
T_19,47,ROI_715.png,466312,757,616,0.265,"['haddock', 'tintin']","[0.933, 0.799]",[0.633],1,['1'],{0: 'haddock'},"['addle. pated jumps of anthracite. you! I let you out of that dungeon, and what thanks do I 2 me flat! ']"
T_19,47,ROI_716.png,334719,539,621,0.425,['haddock'],[0.78],[0.955],1,[],{0: 'NaN'},['Effendi not be angry. you not shout. We not know you good white man.. we think you in bottom of ship. where are bad mien? ']
T_19,47,ROI_717.png,324632,527,616,0.368,"['tintin', 'haddock']","[0.916, 0.907]",[0.978],1,['1'],{0: 'haddock'},"[""Bad white men all gone. Left us. But if you help me, I'll take you wherever you want to go. You're going to Mecca. ehl 3 ""]"
T_19,47,ROI_718.png,233604,378,618,0.308,[],['NONE'],[0.952],1,[],{0: 'NaN'},"['effendi, to mecca we good lims. We making pilgrimage to the tomb of the Prophet. ']"
T_19,47,ROI_719.png,316416,512,618,0.378,['haddock'],[0.854],[0.973],1,['1'],{0: 'haddock'},"[""All right, we'll take you to miecca. on condition. that you all obey my orders. for a start, some men. as stokers. ""]"
T_19,47,ROI_720.png,206580,330,626,0.281,[],['NONE'],"[0.884, 0.869, 0.779, 0.704]",4,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN', 3: 'NaN'}","['me ', 'me, effendi. ', 'me ', 'me ']"
T_19,47,ROI_721.png,368305,595,619,0.325,"['tintin', 'haddock']","[0.948, 0.916]","[0.845, 0.844]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['yes Those poor fellows. nearly the end of their journey. ', 'There. If my reckoning is correct we should soon sight the port for mecca. ']"
T_19,47,ROI_722.png,334152,546,612,0.429,"['haddock', 'tintin']","[0.955, 0.887]","[0.841, 0.801]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""If the Emir was telling the truth. then I'm afraid "", ""Poor Fellows! Poor Fellows! You don't still believe they were being sold as slaves? it's absurd ""]"
T_19,47,ROI_723.png,212364,347,612,0.359,['haddock'],[0.936],[0.956],1,['1'],{0: 'haddock'},"[""come. come, you've been reading too many thrillers. There's no slave. ing now- adays ""]"
T_19,47,ROI_724.png,312630,510,613,0.266,"['haddock', 'tintin']","[0.981, 0.928]","[0.926, 0.779]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Look. Captain ; just tell me this : coke aboard? ', 'any.... any cake?. but. ']"
T_19,47,ROI_725.png,244770,398,615,0.2,"['haddock', 'tintin']","[0.922, 0.746]",[0.937],1,[],{0: 'NaN'},['effendi effendi You come look Ship coming to us. ']
T_19,48,ROI_727.png,283515,461,615,0.361,"['haddock', 'tintin']","[0.886, 0.884]",[0.932],1,['1'],{0: 'haddock'},"[""So it is A sambuk The harbour pilot from jidda, perhaps. no, we're still too far from shore. A fisherman. then? ""]"
T_19,48,ROI_728.png,258489,693,373,0.0,[],['NONE'],[],0,[],{},[]
T_19,48,ROI_729.png,413952,672,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,48,ROI_730.png,152020,691,220,0.45,[],['NONE'],[0.856],1,[],{0: 'NaN'},"[""how odd. ling to us.... We'll have to and see what he wants. ""]"
T_19,48,ROI_731.png,227530,373,610,0.0,[],['NONE'],[],0,[],{},[]
T_19,48,ROI_732.png,479024,784,611,0.253,"['haddock', 'tintin']","[0.865, 0.823]","[0.81, 0.655]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['Captain Allan? finished gone. am. captain now. ', 'Salaams, O sailor captain. Allan is up there? ']"
T_19,48,ROI_733.png,408204,667,612,0.429,"['tintin', 'haddock']","[0.926, 0.92]","[0.951, 0.651]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""The coke? Again? blistering barnacles, what's all this non sense about coke? Thundering typhoons, there's no coke on board! "", 'ah, you have replaced him. good good. Is the coke of best. quality this time? ']"
T_19,48,ROI_734.png,224824,716,314,0.178,"['haddock', 'tintin']","[0.958, 0.902]",[0.619],1,[],{0: 'NaN'},['No cake. Haj_hai ha! ']
T_19,48,ROI_735.png,318888,516,618,0.135,['haddock'],[0.932],[0.904],1,[],{0: 'NaN'},"[""hmm. yes strong muscles you'll do ""]"
T_19,48,ROI_736.png,366448,592,619,0.237,['haddock'],[0.944],"[0.933, 0.81, 0.663]",3,['2'],"{0: 'NaN', 1: 'haddock', 2: 'NaN'}","['And teeth? come on open. your mouth, Sambo. Himm, not Teeth quite sound. ', 'UNKNOWN', 'UNKNOWN']"
T_19,48,ROI_737.png,201912,716,282,0.141,[],['NONE'],"[0.966, 0.645]",2,[],"{0: 'NaN', 1: 'NaN'}","['yes, effendi. ', 'Come here, you ']"
T_19,48,ROI_738.png,372096,608,612,0.368,['haddock'],[0.951],"[0.919, 0.689]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['ssh! you mustn\'t say that "" Coke. "" as you well know. ', ""Here, have you quite finished play - ing the cattle-dealer? This man's not a horse, nora slave. ""]"
T_19,48,ROI_739.png,347048,568,611,0.257,['haddock'],[0.883],[0.973],1,['1'],{0: 'haddock'},"['coke Blistering barnacles! Tintin was right there still are slave-traders. you "" re up to, you brute!. ']"
T_19,48,ROI_740.png,399024,652,612,0.199,"['tintin', 'haddock']","[0.94, 0.895]",[0.759],1,['1'],{0: 'haddock'},['you trafficker in human flesh! You deserve to be strung up on the mizzen yardarm! ']
T_19,49,ROI_742.png,208278,378,551,0.073,[],['NONE'],[0.876],1,[],{0: 'NaN'},['lookout! ']
T_19,49,ROI_743.png,279357,507,551,0.013,"['haddock', 'snowy']","[0.949, 0.878]",[0.936],1,['1'],{0: 'haddock'},['!']
T_19,49,ROI_744.png,206250,375,550,0.0,[],['NONE'],[],0,[],{},[]
T_19,49,ROI_745.png,313500,570,550,0.359,['haddock'],[0.957],[0.727],1,['1'],{0: 'haddock'},"[""You cut-throat, you! you're lucky I don't stuff your beard gullet. get out. viper And take care that you don't cross my path. again. ""]"
T_19,49,ROI_746.png,435764,553,788,0.11,['snowy'],[0.766],[0.808],1,['1'],{0: 'snowy'},"[""Sheer off, filibuster! Out of my sight,'you gallows bird! ""]"
T_19,49,ROI_747.png,466496,592,788,0.156,[],['NONE'],[0.779],1,[],{0: 'NaN'},['baboon. carpet-seller! cannibal! ']
T_19,49,ROI_748.png,321640,680,473,0.384,"['haddock', 'tintin']","[0.957, 0.923]","[0.965, 0.713]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""No good, Captain. He's too fair. away now. "", 'Duck-billed platypus! jellied-eel. Bashi-bazoink. anthropophagus Cercopithecus! psychopath!. er. ']"
T_19,49,ROI_749.png,202257,681,297,0.262,"['haddock', 'tintin']","[0.973, 0.937]",[0.634],1,['1'],{0: 'haddock'},"[""That's what you think He hasn't heard the last of me! ""]"
T_19,49,ROI_750.png,291328,512,569,0.117,['tintin'],[0.899],"[0.955, 0.914]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['where now? ', 'on to the bridge. ']"
T_19,49,ROI_751.png,212237,373,569,0.0,['tintin'],[0.866],[],0,[],{},[]
T_19,49,ROI_752.png,282600,942,300,0.0,['haddock'],[0.948],[],0,[],{},[]
T_19,49,ROI_753.png,237384,942,252,0.323,"['haddock', 'tintin']","[0.961, 0.904]","[0.813, 0.67]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""yes more's the pity--dirty slave-trader! "", 'think he really is out of earshot. ']"
T_19,49,ROI_754.png,316944,558,568,0.278,"['haddock', 'tintin']","[0.93, 0.813]","[0.833, 0.829]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['By the way How did you tumble. to the word 61 coke 2 ', ""I'll show you. ""]"
T_19,49,ROI_755.png,149810,710,211,0.546,['tintin'],[0.941],[0.875],1,['1'],{0: 'tintin'},['I found this swinitive. of paper. on the table you were plotting our course on the chart read it. ']
T_19,49,ROI_756.png,317526,561,566,0.155,[],['NONE'],[0.852],1,[],{0: 'NaN'},"['By the board of the Prophet, the dog will pay clearly for this! ']"
T_19,49,ROI_757.png,237850,710,335,0.0,[],['NONE'],[],0,[],{},[]
T_19,50,ROI_760.png,346137,561,617,0.364,"['haddock', 'tintin']","[0.962, 0.918]",[0.962],1,['1'],{0: 'tintin'},['A fragment of a wireless message sent by di Gorgonzola to that gangster Allan! and coke is a their cargo of slaves! the pirates! ']
T_19,50,ROI_761.png,294168,476,618,0.494,"['haddock', 'tintin']","[0.977, 0.933]","[0.936, 0.915]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['agreed. then we try. tosend out a radio call. ', ""first, we must talk to the africans : they must be made to understand that under the circumstances it's madness for them to go to meccas. ""]"
T_19,50,ROI_762.png,242481,393,617,0.226,['haddock'],[0.959],"[0.938, 0.689]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","['still much work, captain. ', 'Getting on, Skutz ']"
T_19,50,ROI_763.png,236311,383,617,0.526,"['haddock', 'tintin']","[0.962, 0.909]","[0.867, 0.76]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""good. well going to talk. the cargo. you take steer due south. we'll head for djibouti. "", 'ork. ']"
T_19,50,ROI_764.png,411488,668,616,0.254,[],['NONE'],[0.745],1,[],{0: 'NaN'},"[""My friends, listen to me carefully You have undertaken this long to make a pilgrimage to mecca. haven't you ""]"
T_19,50,ROI_765.png,383152,622,616,0.289,"['haddock', 'haddock']","[0.861, 0.786]","[0.937, 0.854]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['yes, effendi. ', ""afterwards, of course, you plan. to return home and rejoin your families. isn't that ""]"
T_19,50,ROI_766.png,334260,540,619,0.48,['haddock'],[0.983],[0.934],1,['1'],{0: 'haddock'},"[""I'm afraid a very different fate awaits you you saw that Arab who came aboard and I chased he's waiting for you mecca, to buy you and make you into slaves. slaves, you understand 2 ""]"
T_19,50,ROI_767.png,319464,522,612,0.365,['haddock'],[0.708],[0.951],1,['1'],{0: 'haddock'},"['you speak well. Wickled Arab, very wicked. not want. to be slaves. men. want to go to mecca. ']"
T_19,50,ROI_768.png,383125,625,613,0.162,[],['NONE'],[0.861],1,[],{0: 'NaN'},"['to go to Mecca. not slaves, Effendi, we good Muslims. We want ']"
T_19,50,ROI_769.png,420728,683,616,0.459,['haddock'],[0.796],"[0.901, 0.755]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['You not shout, effendi. Poor black men only want to go to Mecca. ', ""But billions of blue blistering bar- il keep on telling you if you. go there, you'll be sold as slaves Thundering typhoons. I can't make it any clearer. ""]"
T_19,50,ROI_770.png,365881,593,617,0.529,['haddock'],[0.948],[0.82],1,[],{0: 'NaN'},"[""all right, you boneheads, go to mecca. But you'll there for ever! You'll never see your own country again! Never see your families again! You'll be slaves for ever! That's what you're in for, you ""]"
T_19,50,ROI_771.png,238620,388,615,0.303,[],['NONE'],[0.939],1,[],{0: 'NaN'},['we effendi. we good black men. we good musslims. We want to go to Mecca. ']
T_19,50,ROI_772.png,243705,385,633,0.0,['haddock'],[0.943],[],0,[],{},[]
T_19,50,ROI_773.png,296160,480,617,0.364,"['haddock', 'tintin']","[0.95, 0.749]",[0.951],1,['1'],{0: 'haddock'},"[""can't do a thing!. tried the lot! you can't shift them. they want to alli. It's like banging your head against a brick wall! ""]"
T_19,51,ROI_775.png,318372,516,617,0.199,"['haddock', 'tintin']","[0.897, 0.816]","[0.894, 0.77, 0.725, 0.622]",4,"['1', '2', '3', '4']","{0: 'tintin', 1: 'haddock', 2: 'tintin', 3: 'tintin'}","['Emyny sofoyi ooiboo-yi konuchere! ', 'UNKNOWN', 'yirio, ', 'beyni. ']"
T_19,51,ROI_776.png,398520,648,615,0.144,"['haddock', 'tintin']","[0.945, 0.852]",[0.816],1,['1'],{0: 'haddock'},"[""Now then. What's going on? Why all the quarrel iling 2. ""]"
T_19,51,ROI_777.png,407082,663,614,0.557,[],['NONE'],"[0.817, 0.787, 0.612]",3,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN'}","['me too, not go ', 'not want to go to Mecca. I tell them you are good you I remember in my village three young men went to mecca Two years ago. they not come back. they nodoubt slaves. il to go to Mecca! ', 'metool ']"
T_19,51,ROI_778.png,388280,680,571,0.49,['haddock'],[0.91],"[0.852, 0.707]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['good, Effendi. ', ""good, so I haven't preached in vain! a11 right, we'll make a bargain those who don't want to go to Mecca will be landed at another port. as for the rest. they can continue. the voyage if they want to ""]"
T_19,51,ROI_779.png,270844,476,569,0.272,"['haddock', 'tintin']","[0.963, 0.903]",[0.938],1,['1'],{0: 'haddock'},"[""there. the after tomorrow we'll be at ""]"
T_19,51,ROI_780.png,382937,673,569,0.461,"['haddock', 'tintin']","[0.974, 0.925]",[0.855],1,[],{0: 'NaN'},"[""Yes, if all goes well! I shann't be really happy till we get there. you can bet that at this very moment di Borgonzola is aware of the situation And he knows that we know. Watch out for what he's cooking up ""]"
T_19,51,ROI_782.png,307948,461,668,0.0,"['haddock', 'tintin']","[0.958, 0.903]",[],0,[],{},[]
T_19,51,ROI_783.png,313020,470,666,0.131,"['snowy', 'haddock']","[0.804, 0.783]",[0.927],1,[],{0: 'NaN'},"['An aeroplane They\'re circling "" us. how odd ']"
T_19,51,ROI_784.png,595840,896,665,0.0,[],['NONE'],[],0,[],{},[]
T_19,51,ROI_785.png,198359,659,301,0.0,[],['NONE'],[],0,[],{},[]
T_19,51,ROI_786.png,351690,570,617,0.295,"['haddock', 'tintin']","[0.929, 0.912]","[0.937, 0.883]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""I don't know. but I "", ""He's going off. wonder what he was up to. ""]"
T_19,51,ROI_787.png,370832,602,616,0.361,[],['NONE'],[0.949],1,[],{0: 'NaN'},"['The trap is closing my boys are on the job! I\'m a few hours the "" Raimona\' will have disappeared, incriminating evidence will be effectively liquidated. ']"
T_19,51,ROI_788.png,195360,660,296,0.162,[],['NONE'],[0.82],1,[],{0: 'NaN'},['Aha! My orders have been carried out. ']
T_19,52,ROI_791.png,378760,557,680,0.263,[],['NONE'],"[0.896, 0.877]",2,[],"{0: 'NaN', 1: 'NaN'}","[""That plane snopping around worries. me. If I were you, captain, I'd alter course. "", ""you're right. I'll do 50. ""]"
T_19,52,ROI_792.png,323680,476,680,0.0,[],['NONE'],[],0,[],{},[]
T_19,52,ROI_793.png,180919,797,227,0.149,[],['NONE'],[0.688],1,[],{0: 'NaN'},['few hours. later. ']
T_19,52,ROI_794.png,345967,799,433,0.124,['tintin'],[0.902],"[0.833, 0.792]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['no ', ""Well, Skut, how's the radio? Working? ""]"
T_19,52,ROI_795.png,201077,361,557,0.342,['tintin'],[0.923],[0.945],1,[],{0: 'NaN'},['no!. The radio not working... I not find the trouble. I not know what more to do ']
T_19,52,ROI_796.png,224220,404,555,0.055,['tintin'],[0.865],[0.867],1,['1'],{0: 'tintin'},['again? ']
T_19,52,ROI_797.png,216060,390,554,0.186,"['snowy', 'tintin']","[0.927, 0.885]","[0.939, 0.771]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['be careful, thewire! ', 'The same one? ']"
T_19,52,ROI_798.png,359640,648,555,0.109,['snowy'],[0.869],"[0.771, 0.736]",2,[],"{0: 'NaN', 1: 'NaN'}","['OH ', '?']"
T_19,52,ROI_799.png,388722,629,618,0.154,['tintin'],[0.92],"[0.921, 0.654]",2,[],"{0: 'NaN', 1: 'NaN'}","['!', 'the radio now! ']"
T_19,52,ROI_800.png,467345,755,619,0.088,[],['NONE'],[0.93],1,[],{0: 'NaN'},['hello. albatross. toshark. found Ramona against ']
T_19,52,ROI_801.png,276520,446,620,0.0,[],['NONE'],[],0,[],{},[]
T_19,52,ROI_802.png,307266,498,617,0.139,['haddock'],[0.925],[0.923],1,[],{0: 'NaN'},['That bird of ill-omen is getting on my nerves ']
T_19,52,ROI_803.png,252765,411,615,0.254,['haddock'],[0.96],[0.955],1,['1'],{0: 'haddock'},"[""Buzz off, you stood. pigeon! you're asking for a smack on the nose ""]"
T_19,52,ROI_804.png,325864,529,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,52,ROI_805.png,233700,380,615,0.0,[],['NONE'],[],0,[],{},[]
T_19,53,ROI_807.png,306768,498,616,0.293,['tintin'],[0.852],"[0.962, 0.904]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""say, Skut. I'm terribly sorry! You've worked for 50 and then I'm so clumsy "", 'ssh! ']"
T_19,53,ROI_808.png,279048,453,616,0.301,['tintin'],[0.88],"[0.945, 0.853]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""what? after a bang like that? It's not possible. "", 'she working she working now. ']"
T_19,53,ROI_809.png,265065,431,615,0.173,['tintin'],[0.787],"[0.882, 0.803]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['she working. I tell you! listen. ', 'UNKNOWN']"
T_19,53,ROI_810.png,261990,426,615,0.14,['tintin'],[0.896],[0.925],1,['1'],{0: 'tintin'},"[""captain. captain!. The radio!... It's going ""]"
T_19,53,ROI_811.png,303195,493,615,0.0,"['haddock', 'snowy']","[0.931, 0.862]",[],0,[],{},[]
T_19,53,ROI_812.png,319280,520,614,0.375,"['haddock', 'tintin']","[0.944, 0.864]","[0.915, 0.896]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['Oh yes? where?. r. hope it steers clear of me ', ""I So sorry, but the radio, captain. The radio It's going ""]"
T_19,53,ROI_813.png,299880,490,612,0.534,"['haddock', 'tintin']","[0.941, 0.896]","[0.937, 0.876]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['have a look at them. fish? I must with my binoculars. ', ""because I've had enough of being rammed! Only a couple of minutes ago, plop a flying-fish slap in imy face. that's enough! ""]"
T_19,53,ROI_814.png,187577,307,611,0.3,['tintin'],[0.756],[0.931],1,['1'],{0: 'tintin'},"[""oh. how beautiful. full! You'd think they were little silver arrows. ""]"
T_19,53,ROI_815.png,432837,697,621,0.0,[],['NONE'],[],0,[],{},[]
T_19,53,ROI_816.png,178602,289,618,0.188,"['tintin', 'snowy']","[0.896, 0.837]",[0.973],1,['1'],{0: 'tintin'},"[""And there hey, what in the world's that? ""]"
T_19,53,ROI_817.png,298143,471,633,0.0,['tintin'],[0.834],[],0,[],{},[]
T_19,53,ROI_818.png,241080,392,615,0.365,"['haddock', 'tintin']","[0.962, 0.742]","[0.892, 0.875]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['Now then, keep calm ', ""Where is it now? il more. But I'm absolutely sure. ""]"
T_19,53,ROI_819.png,320742,519,618,0.423,"['haddock', 'tintin']","[0.922, 0.879]","[0.929, 0.923]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['now. keep calm young shaver! "" Periscope or no periscope, keep calm ', ""There, Captain, over there, I'm sure. Right out there saw the wake, I tell you. ""]"
T_19,53,ROI_820.png,427656,692,618,0.146,[],['NONE'],[0.61],1,[],{0: 'NaN'},"[""Ten thousand thundering typhoons! a periscope! there It's true ""]"
T_19,53,ROI_821.png,387486,627,618,0.369,['haddock'],[0.943],[0.826],1,['1'],{0: 'haddock'},"[""Action stations! s.O.S. The rudio, skat. confound! the radio, Skut!. send for help! at once. A submarine. decks for action! keep calm. Don't panic!. Women and children first! ""]"
T_19,54,ROI_823.png,290280,472,615,0.361,"['haddock', 'tintin']","[0.977, 0.895]","[0.887, 0.872]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""you ' 're right. keep cool keep calm and don't panic! "", ""Calm down, Captain, calm down. all isn't lost. yet ""]"
T_19,54,ROI_824.png,267704,436,614,0.315,"['tintin', 'haddock']","[0.895, 0.829]","[0.929, 0.818]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""disaster! theend! There's nothing we can do! IF they're di-Gorgonzola's people we're finished! "", 'But why? ']"
T_19,54,ROI_825.png,285510,465,614,0.485,"['tintin', 'haddock']","[0.924, 0.915]","[0.929, 0.832]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""OF course! Only, the torpedo isn't here yet! come on, one on the alert. "", 'The ammunition the forward hold.... a torpedo, in there, and you know. the rest! ']"
T_19,54,ROI_826.png,264020,430,614,0.252,[],['NONE'],[0.963],1,[],{0: 'NaN'},"[""We're almost within range. They don't know what's in store for them. ""]"
T_19,54,ROI_827.png,326116,532,613,0.145,[],['NONE'],[0.906],1,[],{0: 'NaN'},"[""This won't take long to settle. stand by No.1 tube. ""]"
T_19,54,ROI_828.png,296820,485,612,0.359,"['haddock', 'tintin']","[0.954, 0.76]",[0.943],1,['1'],{0: 'haddock'},"['Tintin at the radio. You at the wheel, Skut. Repeat my orders when il them. Remember, starboard is right ; port on the ']"
T_19,54,ROI_829.png,231948,379,612,0.341,[],['NONE'],[0.91],1,[],{0: 'NaN'},['SOS-000s.000s. identified submarine in immediate vicinity. we fear worst. hereisour. position. ']
T_19,54,ROI_830.png,251532,411,612,0.09,[],['NONE'],[0.813],1,[],{0: 'NaN'},['No.1 tube. fire! ']
T_19,54,ROI_831.png,389958,631,618,0.0,[],['NONE'],[],0,[],{},[]
T_19,54,ROI_832.png,198352,322,616,0.189,"['haddock', 'tintin']","[0.916, 0.72]",[0.965],1,['1'],{0: 'tintin'},['Torpedo to port! hard star- board ']
T_19,54,ROI_833.png,274565,445,617,0.14,[],['NONE'],[0.887],1,[],{0: 'NaN'},['hard a starboard it is ']
T_19,54,ROI_834.png,253995,413,615,0.195,[],['NONE'],[0.954],1,[],{0: 'NaN'},"[""curses on them! they've swung away.... They must have spotted us. ""]"
T_19,54,ROI_835.png,443823,717,619,0.197,[],['NONE'],[0.678],1,[],{0: 'NaN'},['suds. s.000s. s.000s. hurry please. sides. ']
T_19,54,ROI_836.png,395520,640,618,0.273,[],['NONE'],"[0.918, 0.914]",2,[],"{0: 'NaN', 1: 'NaN'}","['AN SO.S. I justpicked up, sir. ', ""What's all this badly- hoo about a sub- marine?.... There isn't await it is there? ""]"
T_19,54,ROI_837.png,293832,477,616,0.196,[],['NONE'],[0.962],1,[],{0: 'NaN'},"['Starboard 20. ahead, speed six knots.... Stand by 2 tube. ']"
T_19,55,ROI_839.png,182280,420,434,0.195,['tintin'],[0.796],[0.923],1,['1'],{0: 'tintin'},['hooray. heard our call ']
T_19,55,ROI_840.png,341712,791,432,0.276,[],['NONE'],[0.672],1,[],{0: 'NaN'},['U.S.S. Los Angeles to S.S. Ramona. your sons. coming to your assistance. will be with you in three hours. ']
